c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,d
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,_,_,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,_,_,c
c,c,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,c,c
c,c,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,c,c,c,c,c,c,_,_,_,_,c,c,c
c,c,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,_,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,_,_,_,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c
c,c,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c
c,c,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,c,_,_,_,c,_,_,_,_,_,c,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,c,c,_,_,_,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c
c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,_,_,_,_,_,_,c,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,c,_,c,c,c,c
c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,c,c,c,c,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
