c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,c,_,_,_,_,_,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,c
c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c
c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,_,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,c,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,_,c,_,_,_,_,c,c,c,c,c,c,c,_,_,_,c,_,_,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,c,_,_,_,_,c,c,c,c,c
c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,_,_,_,_,c,_,_,_,_,_,c,c,_,_,_,c,_,_,_,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,_,_,_,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c
c,_,_,_,_,_,_,_,_,_,c,_,_,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c
d,_,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,c
d,_,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,_,_,c,_,_,c,c,c,c,c,c,c,c,c,_,_,_,c,_,_,c,c,c,c
d,_,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,c,c,c,c,c,c,c,_,_,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c
d,_,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,c,c,_,_,_,c,_,c,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c
d,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,_,_,_,_,_,_,_,_,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,c,c,_,_,_,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c
c,c,c,_,_,_,_,_,_,_,c,_,_,_,c,c,c,c,c,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c
c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c
c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,c,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,c,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,_,_,_,_,_,_,_,_,_,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,_,_,_,_,_,_,_,_,_,_,_,_,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
